,Park Name,Cause of Death,DeathCategory,Intent,Outcome,Sex,Age Range,Activity,date,latlong,latitude,longitude,Weather
3411,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2020-07-20,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
3412,Sequoia & Kings Canyon National Parks,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Female,25-34,Camping,2020-07-20,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
3413,Chattahoochee River National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2020-07-24,"34.1423643,-84.08605094224774",34.1423643,-84.08605094224774,
3414,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,65+,Driving,2020-07-24,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3415,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2020-07-26,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
3416,Colorado National Monument,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2020-07-27,"39.05113275,-108.69794551344532",39.05113275,-108.69794551344532,
3417,Glacier National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,35 - 44,Hiking,2020-07-27,"48.6174862,-113.76088505945765",48.6174862,-113.76088505945764,
3418,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Camping,2020-07-27,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3419,Rocky Mountain National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking,2020-07-28,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
3420,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Fishing,2020-07-28,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3421,Glen Canyon National Recreation Area,Vessel Incident,Other Transportation,Unintentional,Fatal Injury,Male,45-54,Vessel Related,2020-07-28,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
3422,Rocky Mountain National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Climbing,2020-07-30,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
3423,Olympic National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Camping,2020-07-30,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
3424,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,45-54,Driving,2020-07-31,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3425,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving,2020-07-31,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3426,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2020-08-01,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
3427,Grand Teton National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,35-44,Hiking,2020-08-03,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
3428,Canyonlands National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,55-64,Not Reported,2020-08-04,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
3429,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving,2020-08-07,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3430,Whiskeytown National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Swimming,2020-08-13,"40.8272999,-122.32621187881867",40.8272999,-122.32621187881868,
3431,Glacier National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2020-08-15,"48.6174862,-113.76088505945765",48.6174862,-113.76088505945764,
3432,Great Smoky Mountains National Park,Bicycle only crash,Other Transportation,Unintentional,Fatal Injury,Male,55-64,Bicycling,2020-08-16,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3433,Indiana Dunes National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming,2020-08-16,"41.6152664,-87.2072619312131",41.6152664,-87.2072619312131,
3434,Indiana Dunes National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Not Reported,2020-08-16,"41.6152664,-87.2072619312131",41.6152664,-87.2072619312131,
3435,Indiana Dunes National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Not Reported,2020-08-16,"41.6152664,-87.2072619312131",41.6152664,-87.2072619312131,
3436,Indiana Dunes National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Not Reported,2020-08-16,"41.6152664,-87.2072619312131",41.6152664,-87.2072619312131,
3437,Mount Rainier National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Hiking,2020-08-18,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
3438,Joshua Tree National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Not Reported,2020-08-20,"33.89706715,-115.95111578868344",33.89706715,-115.95111578868344,
3439,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Sleeping,2020-08-21,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3440,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Other,2020-08-23,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3441,North Cascades National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving,2020-08-23,"48.80834845,-121.40621496202702",48.80834845,-121.40621496202702,
3442,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving,2020-08-29,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3443,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving,2020-08-29,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3444,Mount Rainier National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,35-44,Hiking,2020-08-30,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
3445,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Not Reported,2020-08-30,"37.8499275,-122.5177518",37.8499275,-122.5177518,
3446,Cuyahoga Valley National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving,2020-08-31,"41.2550938,-81.53764171921739",41.2550938,-81.53764171921739,
3447,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Not Reported,2020-08-31,"37.8499275,-122.5177518",37.8499275,-122.5177518,
3448,Santa Monica Mountains National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2020-09-01,"34.11010985,-118.79862178090949",34.11010985,-118.79862178090949,
3449,Shenandoah National Park,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,35-44,Flying,2020-09-02,"38.47196675,-78.4636972836092",38.47196675,-78.4636972836092,
3450,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving,2020-09-03,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3451,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2020-09-04,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3452,Sequoia & Kings Canyon National Parks,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,Unintentional,Flying,2020-09-05,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
3453,Sequoia & Kings Canyon National Parks,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,65+,Flying,2020-09-05,"47.97030315,24.098091413707028",47.97030315,24.098091413707028,
3454,Joshua Tree National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,15-24,Hiking,2020-09-05,"33.89706715,-115.95111578868344",33.89706715,-115.95111578868344,
3455,Joshua Tree National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,15-24,Hiking,2020-09-05,"33.89706715,-115.95111578868344",33.89706715,-115.95111578868344,
3456,Badlands National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,35-44,Hiking,2020-09-06,"43.52710585,-102.36166289567404",43.52710585,-102.36166289567404,
3457,Cape Hatteras National Seashore,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Driving,2020-09-06,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
3458,Lake Mead National Recreation Area,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported,2020-09-06,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3459,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Not Reported,0 - 14,Driving,2020-09-06,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3460,Mojave National Preserve,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,65+,Hiking,2020-09-07,"35.095867150000004,-115.53965353405067",35.095867150000004,-115.53965353405069,
3461,Glen Canyon National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Not Reported,2020-09-07,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
3462,Gateway Arch National Park,Homicide,Homicide,Intentional,Fatal Injury,Male,45 - 54,Homicide,2020-09-08,"38.6245067,-90.18568334858385",38.6245067,-90.18568334858384,
3463,Gulf Islands National Seashore,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,35-44,Playing Sports,2020-09-08,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
3464,Rocky Mountain National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Hiking,2020-09-10,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
3465,Great Smoky Mountains National Park,Widlife incident ,Wildlife Incident,Unintentional,Fatal Injury,Male,35-44,Camping,2020-09-11,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3466,Great Smoky Mountains National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming,2020-09-14,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3467,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving,2020-09-17,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3468,Glen Canyon National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Hiking,2020-09-19,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
3469,Hot Springs National Park,Suicide,Suicide,Intentional,Fatal Injury,Female,15-24,Suicide,2020-09-20,"34.52907115,-93.03014017268711",34.52907115,-93.03014017268713,
3470,Wrangell - St Elias National Park & Reserve,Widlife incident ,Wildlife Incident,Unintentional,Fatal Injury,Male,Not Reported,Hunting,2020-09-20,"61.18090445,-143.8276359994633",61.18090445,-143.8276359994633,
3471,National Capital Parks-East,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,45-54,Driving,2020-09-21,"None,None",,,
3472,Colorado National Monument,Bicycle only crash,Other Transportation,Unintentional,Fatal Injury,Female,55-64,Bicycling,2020-09-22,"39.05113275,-108.69794551344532",39.05113275,-108.69794551344532,
3473,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2020-09-22,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3474,Mount Rainier National Park,Hypothermia,Environmental,Unintentional,Fatal Injury,Male,25-34,Hiking,2020-09-23,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
3475,Great Smoky Mountains National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,25-34,Wildlife watching,2020-09-25,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3476,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving,2020-09-25,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3477,Great Smoky Mountains National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other,2020-09-29,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3478,Mount Rainier National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Eating,2020-09-29,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
3479,Olympic National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Not Reported,2020-10-01,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
3480,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2020-10-02,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3481,Channel Islands National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Diving - Free,2020-10-03,"33.96637215,-120.09542036416883",33.96637215,-120.09542036416885,
3482,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2020-10-03,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
3483,Glen Canyon National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Photographing,2020-10-04,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
3484,Harpers Ferry National Historical Park,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide,2020-10-05,"39.32594225,-77.76880515315582",39.32594225,-77.76880515315582,
3485,Glen Canyon National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Male,,Not Reported,2020-10-08,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
3486,Natchez Trace Parkway,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other,2020-10-08,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3487,Rock Creek Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,45-54,Sitting,2020-10-08,"38.702307,-104.8390017",38.702307,-104.8390017,
3488,Rocky Mountain National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Driving,2020-10-09,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
3489,Death Valley National Park,Homicide,Homicide,Intentional,Fatal Injury,Male,,Homicide,2020-10-10,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
3490,Mojave National Preserve,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,65+,Camping,2020-10-10,"35.095867150000004,-115.53965353405067",35.095867150000004,-115.53965353405069,
3491,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving,2020-10-11,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3492,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Female,45-54,Suicide,2020-10-12,"37.89673105,-81.0429734293038",37.89673105,-81.0429734293038,
3493,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2020-10-13,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
3494,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Walking,2020-10-18,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3495,Petroglyph National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported,2020-10-18,"35.1349455,-106.74781910025904",35.1349455,-106.74781910025904,
3496,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving,2020-10-19,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
3497,Black Canyon Of The Gunnison National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide,2020-10-19,"38.579806500000004,-107.74369704974094",38.5798065,-107.74369704974094,
3498,Virgin Islands National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Snorkeling,2020-10-21,"18.336883049999997,-64.740011839034",18.33688305,-64.740011839034,
3499,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving,2020-10-24,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3500,Olympic National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Other,2020-10-25,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
3501,Amistad National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Hunting,2020-10-26,"29.5084351,-100.97424035157505",29.5084351,-100.97424035157503,
3502,Grand Canyon National Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Female,45-54,Not Reported,2020-10-27,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
3503,Cuyahoga Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2020-10-28,"41.2550938,-81.53764171921739",41.2550938,-81.53764171921739,
3504,Point Reyes National Seashore,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported,2020-10-29,"38.07053155,-122.91761219342156",38.07053155,-122.91761219342156,
3505,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide,2020-10-30,"37.89673105,-81.0429734293038",37.89673105,-81.0429734293038,
3506,Mount Rainier National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2020-10-31,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
3507,Mount Rainier National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2020-10-31,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
3508,Glacier National Park,Drowning,Drowning,Unintentional,Fatal Injury,Female,15-24,Diving - Scuba,2020-11-01,"48.6174862,-113.76088505945765",48.6174862,-113.76088505945764,
3509,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,45-54,Camping,2020-11-01,"32.0081745,-112.87518369742682",32.0081745,-112.87518369742682,
3510,Great Smoky Mountains National Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported,2020-11-02,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3511,National Capital Parks-East,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Not Reported,2020-11-02,"None,None",,,
3512,Canyonlands National Park,Fall,Fall,Unintentional,Fatal Injury,Male,55-64,Not Reported,2020-11-05,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
3513,National Capital Parks-East,Poisoning - Drugs,Poisoning,Unintentional,Fatal Injury,Male,55-64,Not Reported,2020-11-06,"None,None",,,
3514,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving,2020-11-07,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3515,Gulf Islands National Seashore,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2020-11-07,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
3516,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving,2020-11-11,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3517,Great Falls Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Bicycling,2020-11-21,"38.9904203,-77.25182914857218",38.9904203,-77.25182914857218,
3518,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving,2020-11-22,"38.9269178,-76.9281543",38.9269178,-76.9281543,
3519,Great Smoky Mountains National Park,Fall,Fall,Unintentional,Fatal Injury,Male,45-54,Not Reported,2020-11-24,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
3520,Point Reyes National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Female,0-14,Not Reported,2020-11-26,"38.07053155,-122.91761219342156",38.07053155,-122.91761219342156,
3521,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2020-11-28,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3522,Channel Islands National Park,Undetermined,Undetermined,Unintentional,Fatal Injury,Male,25-34,Diving - Scuba,2020-11-29,"33.96637215,-120.09542036416883",33.96637215,-120.09542036416885,
3523,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2020-11-30,"37.89673105,-81.0429734293038",37.89673105,-81.0429734293038,
3524,Blue Ridge Parkway,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Not Reported,2020-12-01,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3525,Lake Mead National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,25-34,Camping,2020-12-02,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3526,Golden Gate National Recreation Area,Bicycle only crash,Other Transportation,Unintentional,Fatal Injury,Male,55-64,Bicycling,2020-12-03,"37.8499275,-122.5177518",37.8499275,-122.5177518,
3527,Virgin Islands National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Snorkeling,2020-12-04,"18.336883049999997,-64.740011839034",18.33688305,-64.740011839034,
3528,Shenandoah National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2020-12-05,"38.47196675,-78.4636972836092",38.47196675,-78.4636972836092,
3529,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide,2020-12-05,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3530,Blue Ridge Parkway,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,55-64,Not Reported,2020-12-06,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3531,Cuyahoga Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2020-12-09,"41.2550938,-81.53764171921739",41.2550938,-81.53764171921739,
3532,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving,2020-12-10,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3533,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving,2020-12-13,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3534,Grand Canyon National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Hiking,2020-12-15,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
3535,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving,2020-12-19,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
3536,Death Valley National Park,Asphyxiation,Inhalation/ingestion/suffocation,Unintentional,Fatal Injury,Male,55-64,Illegal Activity,2020-12-20,"36.4702428,-117.08839086763231",36.4702428,-117.08839086763231,
3537,Rock Creek Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,45-54,Driving,2020-12-20,"38.702307,-104.8390017",38.702307,-104.8390017,
3538,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide,2020-12-30,"37.89673105,-81.0429734293038",37.89673105,-81.0429734293038,
3539,Lake Mead National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Camping,2021-01-01,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3540,Lake Mead National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Not Reported,2021-01-01,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3541,Virgin Islands National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Snorkeling,2021-01-04,"18.336883049999997,-64.740011839034",18.33688305,-64.740011839034,
3542,Olympic National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide,2021-01-07,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
3543,Olympic National Park,Suicide,Suicide,Intentional,Fatal Injury,Not Reported,65+,Suicide,2021-01-07,"47.786532449999996,-123.53605033085455",47.78653245,-123.53605033085456,
3544,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported,2021-01-07,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3545,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal Injury,Female,65+,Walking,2021-01-09,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
3546,Lake Mead National Recreation Area,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking,2021-01-09,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3547,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving,2021-01-10,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
3548,Rock Creek Park,Poisoning - Drugs,Poisoning,Unintentional,Fatal Injury,Male,55-64,Not Reported,2021-01-10,"38.702307,-104.8390017",38.702307,-104.8390017,
3549,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Not Reported,2021-01-10,"37.8499275,-122.5177518",37.8499275,-122.5177518,
3550,Colorado National Monument,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-01-11,"39.05113275,-108.69794551344532",39.05113275,-108.69794551344532,
3551,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Walking,2021-01-13,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
3552,George Washington Memorial Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide,2021-01-13,"38.9634363,-77.1785451",38.9634363,-77.1785451,
3553,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide,2021-01-14,"32.0071549,-90.8585141",32.0071549,-90.8585141,
3554,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported,2021-01-14,"36.7168315,-76.2494453",36.7168315,-76.2494453,
3555,Curecanti National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,15-24,Not Reported,2021-01-14,"38.45244285,-107.36947129148112",38.45244285,-107.36947129148112,
3556,Yosemite National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Not Reported,2021-01-15,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
3557,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Sleeping,2021-01-16,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
